Small Unit Installation Postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4504,4543,24439.56,25,244.535,29,246.86,45,389.52,34,285.525,28,211.22,47,430.555,46,390.12,36,351.13,51,525.605,38,285.56,40,407.49,43,374.465,41,335.265,21,193.415,5067,29110.825
4505,5694,28828.591,20,133.85,52,423.13,47,387.65,37,279.49,33,403.275,53,429.475,45,374.665,47,429.585,43,419.27,43,390.49,39,378.705,42,402.82,33,281.055,31,270.9,6259,33832.951
4506,4343,21663.981,27,321.12,30,268.255,37,279.59,28,201.84,30,234.12,37,413.365,27,208.185,47,368.05,31,238.445,31,247.775,35,333.655,37,283.88,32,259.925,30,186.555,4802,25508.741
4507,6554,27748.562,35,250.45,42,268.08,44,305.33,50,279.095,40,251.83,64,439.5,37,252.97,43,307.765,41,280.95,40,297.45,51,396.36,33,334.56,40,296.655,38,313.085,7152,32022.642
4508,3395,15484.921,12,87.21,15,90.96,18,167.135,14,102.925,12,199.89,19,152.96,21,168.82,13,91.575,20,149.855,22,152.31,25,192,17,133.875,17,148.65,13,104.22,3633,17427.306
4509,6048,32444.907,40,361.54,44,386.635,39,328.386,42,325,42,429.53,53,466.125,59,522.985,46,531.89,48,370.185,40,382.535,50,433.24,55,530.1,38,307.995,28,261.47,6672,38082.523
4510,11057,56837.882,54,422.47,73,600.5,89,678.99,90,747.815,86,903.47,92,1082.63,75,584.03,98,866.53,98,921.665,96,831.655,91,899.91,92,960.73,71,624.92,57,482.66,12219,67445.857
4511,3048,13663.128,12,91.635,16,105.52,14,105.43,23,181.84,16,108.375,23,208.75,20,149.63,27,198.745,19,163.195,17,115.7,18,135.565,20,173.01,15,106.2,20,152.195,3308,15658.918
4512,922,5467.852,3,31.98,7,88.32,7,56.24,6,56.78,2,17.16,4,165.03,7,64.76,5,65.02,8,70.71,4,56.76,5,63.83,9,167.145,6,41.775,4,49.81,999,6463.172
4514,1939,10276.499,12,109.785,17,207.59,22,166.43,9,102.57,10,95.68,18,168.13,15,122.93,21,184.93,17,153.05,14,137.72,10,105.505,19,182.945,20,162.02,8,73.645,2151,12249.429
4515,1070,5786.563,3,28.12,5,30.43,4,26.58,12,152.02,4,143.56,8,62.85,1,7.4,13,105.07,6,63.55,5,35.07,10,95.115,9,96.45,11,113.755,4,33.2,1165,6779.733
4516,1248,7171.015,4,33.95,4,40.11,9,120.03,3,14.14,10,72.675,1,13.26,12,102.76,10,100.57,3,22.16,6,77.405,10,88.48,15,228.775,5,42.58,5,53.12,1345,8181.03
4517,231,1236.053,0,0,1,6.66,3,22.54,0,0,2,29.08,2,35.36,0,0,3,26.61,2,18.42,1,6.27,0,0,1,2.22,1,2.96,0,0,247,1386.173
4518,1541,7710.959,9,58.12,18,136.94,10,114.445,11,98.055,5,70.28,11,86.7,14,113.53,17,162.765,13,100.91,7,55.155,19,149.725,8,58.77,12,94.065,5,34.465,1700,9044.884
4519,2217,11167.073,3,12.655,24,187.59,21,180.33,14,117.26,10,187.65,23,195.75,19,149.6,27,182.795,21,219.64,15,134.635,36,284.43,26,235.48,18,130.795,18,176.635,2492,13562.318
4520,3416,19520.219,9,99.345,19,179.43,15,122.9,22,140.25,19,151.02,21,307.53,26,263.96,20,192.525,16,152.445,21,189.29,31,299.275,40,363.885,28,298.245,14,129.805,3717,22410.124
4521,1322,7058.175,5,40.45,7,59.805,11,85.34,12,143.52,7,72.54,9,82.12,15,139.69,15,150.115,12,122.765,9,92.92,9,93.57,10,128.725,10,91.31,6,77.61,1459,8438.655
4550,1142,5537.876,3,21.12,4,42.49,7,59.08,1,19.5,8,49.78,14,113.645,15,70.64,16,94.39,18,116.815,20,143.265,24,157.775,21,160.685,11,47.57,11,76.27,1315,6710.901
4551,14781,67805.4,85,593.74,86,715.26,120,846.42,89,670.485,95,703.15,116,850.02,119,965.675,136,1120.375,114,1060.725,111,963.415,138,1115.66,126,1228.72,123,915.445,88,651.4,16327,80205.89
4552,2680,11620.164,6,46.29,10,68.08,18,218.44,7,47.345,8,62.71,19,160.585,16,138.115,14,118.87,12,112.125,14,135.165,20,247.92,18,285.07,7,48.935,7,55.045,2856,13364.859
4553,2532,14991.994,18,153.865,22,189.36,33,321.71,25,207.35,32,280.05,36,327.85,31,241.335,40,295.215,42,251.57,32,283.805,50,354.92,44,350.4,19,171.47,20,171.83,2976,18592.724
4554,426,2290.986,3,17.31,2,11.07,2,16.62,4,27.28,4,30.51,0,0,1,9.13,3,40.86,3,29.78,5,55.92,2,17.3,2,18.11,1,4.565,2,15.77,460,2585.211
4555,1823,8461.391,10,86.63,21,145.58,21,166.58,16,152.065,12,98.865,21,279.49,24,201.475,25,220.995,22,147.405,19,281.785,21,211.64,22,202.16,12,115.56,12,121.635,2081,10893.256
4556,9498,45666.282,52,377.055,71,505.44,83,636.215,59,398.435,59,392.335,80,545.415,86,700.545,95,674.74,84,660.42,73,542.805,116,869.18,69,692.625,66,565.51,41,396.105,10532,53623.107
4557,3162,15385.003,9,65.87,14,99.275,21,151.89,14,216.61,22,263.465,21,189.09,22,168.395,21,168.075,17,128.815,18,246.19,26,224.845,25,244.425,23,205.63,14,124.785,3429,17882.363
4558,3055,15449.921,22,172.255,35,279.27,19,116.52,25,156.4,17,90.85,31,196.3,28,217.39,28,211.39,19,189.06,16,123.375,33,323.33,19,149.835,12,83.365,11,68.415,3370,17827.676
4559,1551,8666.632,13,101.11,18,106.98,20,155.46,20,151.19,16,144.74,18,164.595,10,60.245,15,136.145,14,96.105,15,123.37,23,158.59,17,233.71,12,87.69,13,104.045,1775,10490.607
4560,7702,37118.364,39,273.89,42,379.745,63,481.25,44,438.615,36,387.47,76,721.91,63,463.36,89,674.485,60,612.955,50,414.785,59,493.15,59,625.87,38,318.75,21,180.34,8441,43584.939
4561,2161,13043.014,12,95.1,10,120.53,16,150.355,9,80.25,6,67.82,17,147.76,11,87.465,26,201.015,20,225.77,16,154.55,21,315.82,29,367.185,12,108.58,8,72.43,2374,15237.644
4562,2230,12546.581,12,97.48,13,176.77,16,154.73,10,75.79,11,106.74,24,228.345,13,119.985,19,158.055,15,140.665,15,138.62,12,107.36,19,244.41,17,138.98,12,133.625,2438,14568.136
4563,2790,14503.003,11,78.675,17,151.89,14,140.795,10,90.28,12,85.475,18,147.57,15,108.05,17,153.305,14,138.78,10,69.865,21,243.275,17,172.875,10,80.45,13,113.685,2989,16277.973
4564,2517,11161.975,12,93.17,19,133.26,9,90.37,11,72.16,15,121.63,15,105.5,19,135.475,22,166.825,13,110.18,9,62.355,24,179.815,22,194.5,18,152.095,12,97.12,2737,12876.43
4565,3643,17295.404,18,143.56,14,129.31,26,313.43,18,169.78,14,111.34,25,180.945,15,130.8,27,213.345,22,190.77,29,285.51,24,202.09,24,268.955,13,103.93,9,91.22,3921,19830.389
4566,2150,13998.451,10,75.025,9,87.28,15,123.27,13,154.165,18,161.26,20,215.65,11,90.795,15,148.11,24,194.95,18,158.325,12,162.81,22,172.14,15,122.715,12,110.63,2364,15975.576
4567,2212,12840.156,7,60.84,13,134.065,20,216.87,15,140.9,14,165.2,24,233.87,14,125.34,23,205.73,21,183.775,20,178.485,33,345.43,28,267.56,10,82.725,10,80.89,2464,15261.836
4568,1001,4783.215,2,19.86,7,88.515,6,53.425,6,62.42,4,35.73,7,62.13,8,66.91,4,40.03,5,33.2,5,46.41,8,58.85,10,89.725,5,36.935,4,35.955,1082,5513.31
4569,439,1948.742,2,16.65,0,0,1,6.65,4,34.01,1,6.24,3,23.04,2,13.3,1,5.28,6,43.15,3,19.61,5,28.655,2,22.41,0,0,2,19.68,471,2187.417
4570,10882,55757.304,42,362.6,81,726.09,92,807.515,83,850.12,42,319.175,76,668.06,74,595.065,91,756.635,79,696.575,59,771.71,92,947.09,80,868.875,45,368.625,43,384.235,11861,64879.674
4571,215,1101.77,2,17.76,0,0,2,8.88,1,10.53,2,8.61,1,10.14,1,6.66,1,4.44,3,39.09,3,19.14,3,29.345,1,4.565,0,0,1,6.64,236,1267.57
4572,430,2468.903,3,25.71,0,0,2,19.89,4,33.81,1,9.36,12,96.505,1,12.45,2,18.97,3,25.915,0,0,3,30.8,3,30.63,4,46.46,5,41.005,473,2860.408
4573,5368,28008.507,28,229.91,33,274.645,40,309.79,42,404.3,31,267.4,51,458.355,44,395.195,65,504.13,58,528.095,51,447.485,58,541.09,63,599.185,36,303.44,38,333.135,6006,33604.662
4574,338,1888.668,2,25.46,1,5.18,4,39.33,0,0,2,11.375,3,45.75,5,53.89,1,3.7,3,32.66,2,21.995,4,94.62,3,36.415,1,12.865,1,4.98,370,2276.888
4575,5671,27848.115,11,85.44,29,247.765,36,315.41,19,151.42,20,172.51,49,430.235,42,330.095,48,427.42,38,350.09,41,362.505,47,397.505,46,505.085,34,305.625,26,236.49,6157,32165.71
4580,1771,7136.615,9,61.77,12,69.45,15,151.42,7,53.755,11,72.37,19,139.425,13,100.02,15,104.61,18,122.685,7,52.865,11,88.13,9,75.85,3,26.56,12,68.705,1932,8324.23
4581,476,2573.783,1,6.29,4,45.2,2,15.17,2,15.5,3,19.72,3,21.81,3,22.07,4,20.435,3,19.28,6,54.495,2,12.12,7,57.245,3,23.555,0,0,519,2906.673
4600,239,1179.607,1,6.63,0,0,3,73.5,0,0,2,16.6,1,9,0,0,1,10.375,0,0,1,7.47,5,32.41,1,5.18,0,0,1,6.64,255,1347.412
4601,212,1101.585,1,5.18,1,6.24,1,6.63,0,0,1,6.63,0,0,0,0,0,0,3,33.16,1,9.36,1,15.54,1,9.96,0,0,2,24.485,224,1218.77
4605,653,3936.127,2,12.87,2,13.35,3,19.95,1,6.4,9,70.12,5,32.43,4,86.2,3,20.77,6,50.615,3,19.17,3,23.72,2,10.54,3,29.405,2,13.2,701,4344.867
4606,505,2195.545,2,14.46,2,10.5,5,25.83,5,31.82,3,23.44,3,16.2,1,4.81,2,19.19,7,135.315,1,5.81,1,5.46,2,22.4,5,37.67,1,5.46,545,2553.91
4608,195,985.793,0,0,0,0,6,43.21,1,6.6,2,16.99,0,0,2,15.18,2,13.26,1,6.64,1,6.63,0,0,1,6.63,0,0,0,0,211,1100.933
4610,2483,12535.24,14,104.82,17,109.435,14,109.72,14,115.58,11,73.06,20,148.57,21,158.4,16,158.39,17,158.78,14,150.645,21,183.04,24,330.12,8,73.895,7,50.875,2701,14460.57
4611,29,186.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,186.018
4612,58,250.445,0,0,1,8.58,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.975,61,275.24
4613,149,898.14,0,0,1,6.4,4,27.79,0,0,4,25.47,1,1.56,0,0,1,39.84,3,19.38,2,17.43,1,9.96,5,46.5,0,0,1,13.28,172,1105.75
4614,303,1365.655,3,24.6,1,19.98,2,12.48,1,6.66,1,6.66,1,10.12,5,32.92,4,23.84,5,38.99,2,10.6,1,7.02,1,9.13,0,0,0,0,330,1568.655
4615,1580,6495.767,15,101.78,8,143.07,9,69.69,12,83.43,10,77.53,9,63.68,8,51.56,8,66.99,11,82.01,13,141.4,7,52.43,23,250.735,6,39.425,12,78.475,1731,7797.972
4620,85,380.03,1,6.615,0,0,0,0,1,4.83,0,0,0,0,1,9.75,0,0,0,0,1,21.84,1,6.24,0,0,0,0,0,0,90,429.305
4621,360,1540.919,3,22.15,1,10.36,1,12.375,3,13.32,2,14.77,3,37.17,1,13.32,1,9.68,1,3.735,2,19.86,0,0,2,11.7,2,19.91,0,0,382,1729.269
4625,541,3371.796,0,0,1,2.96,0,0,2,16.65,0,0,3,23.31,1,6.66,2,19.98,4,48.6,4,31.72,2,8.8,0,0,2,13.28,1,5.81,563,3549.566
4626,378,2857.396,1,13.32,1,7.8,0,0,3,31.33,4,92.52,4,121.42,3,110.97,0,0,3,30.315,1,60.175,4,56.025,1,39.6,2,14.94,1,7.47,406,3443.281
4627,153,1024.06,0,0,0,0,0,0,1,33.3,1,7.77,1,6.66,0,0,1,5.92,2,13.32,0,0,0,0,0,0,0,0,0,0,159,1091.03
4630,343,1829.76,5,44.37,1,9.62,0,0,0,0,5,33.3,4,25.92,5,39.33,4,36.63,2,8.66,4,35.42,2,66.4,1,26.56,1,6.64,3,42.36,380,2204.97
4650,6517,31133.338,31,241.08,34,267.695,58,463.31,37,252.97,27,195.56,45,328.18,38,358.665,50,367.65,49,377.86,54,457.97,50,432.37,43,410.49,40,291.26,31,213.125,7104,35791.523
4655,16099,74484.306,82,573.405,124,902.355,126,983.315,91,663.273,101,720.285,107,739.685,134,915.465,135,944.54,133,1132.66,119,913.745,139,1189.27,118,1147.305,120,825.055,89,652.835,17717,86787.499
4659,1707,7559.923,8,66.97,8,60.28,11,86.27,4,41.86,15,97.43,9,57.12,14,95.825,14,99.26,18,129.2,7,55.005,15,111.645,9,65.32,9,66.785,8,70.89,1856,8663.783
4660,2157,10451.146,13,102.32,21,131.8,22,153.095,14,98.06,13,105.335,24,169.35,17,117.035,25,206.975,34,263.055,18,169.31,21,160.07,23,213.705,19,148.165,15,113.62,2436,12603.041
4662,177,921.357,0,0,0,0,2,13.5,2,14.43,0,0,0,0,1,6.66,1,6.63,0,0,0,0,2,10.465,1,6.58,1,4.8,0,0,187,984.422
4670,17462,86021.581,80,583.375,139,997.47,141,1073.805,122,907.658,112,793.075,137,995.65,118,970.885,157,1278.625,135,1080.295,120,892.11,166,1480.359,140,1204.695,90,625.045,85,642.545,19204,99547.173
4671,1438,6202.698,8,57.56,9,60.81,12,84.08,9,48.38,7,43.086,15,107.48,10,67.12,11,87.195,19,127.02,3,26.145,11,86.685,8,55.06,9,58.795,10,75.155,1579,7187.269
4673,145,670.601,1,8.97,1,6.66,0,0,0,0,0,0,0,0,1,6.48,3,19.7,1,5.18,0,0,1,6.64,2,12.88,1,8.88,0,0,156,745.991
4674,390,1915.443,1,13.26,4,44.28,3,19.89,1,12.87,6,42.44,4,22.32,3,23.06,2,16.59,1,11.1,1,12.48,4,29.05,3,29.97,4,29.255,0,0,427,2222.008
4676,71,277.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,72,283.98
4677,988,4894.78,4,25.9,12,105.57,10,73.84,11,75.044,4,26.55,18,131.41,10,89.78,11,78.6,10,73.43,9,58.63,10,93.805,13,112.785,5,42.93,2,26.56,1117,5909.614
4678,298,1286.297,3,16.22,0,0,3,56.76,2,45.88,3,19.15,1,13.32,0,0,3,24.05,0,0,3,17.45,2,12.32,2,17.015,0,0,1,2.664,321,1511.126
4680,9162,48441.862,54,436.98,62,421.198,57,472.212,59,495.375,59,578.778,89,705.3,56,416.417,86,802.07,70,592.51,61,477.961,82,702.695,77,740.07,51,417.67,45,374.64,10070,56075.738
4694,44,218.045,0,0,0,0,0,0,0,0,0,0,1,19.98,0,0,0,0,0,0,0,0,0,0,0,0,1,10.36,0,0,46,248.385
4695,223,1089.336,0,0,1,10.36,1,8.19,3,18.44,2,13.29,2,15.96,4,32.45,2,13.23,3,16.22,2,13.3,0,0,0,0,1,7.055,0,0,244,1237.831
4697,34,189.455,0,0,0,0,0,0,0,0,0,0,0,0,1,8.3,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,36,204.385
4699,81,375.032,1,6.66,1,6.3,1,9.99,1,6.63,3,14.46,1,6.66,0,0,1,6.66,1,6.63,0,0,0,0,1,6.24,1,6.24,0,0,93,451.502
4700,2374,13440.968,15,97.375,27,220.26,31,302.34,13,99.255,20,196.945,21,196.855,5,58.24,26,295.365,18,153.24,16,111.49,15,110.825,17,313.345,8,59.415,12,92.07,2618,15747.988
4701,6750,33677.78,52,403.075,79,648.15,73,633.135,44,376.225,51,383.765,58,380.235,45,311.98,50,382.655,40,320.455,45,352.84,33,224.15,46,338.02,31,247.415,43,331.695,7440,39011.575
4702,4698,25465.198,21,180.905,38,306.64,38,274.75,25,175.26,34,248.95,29,192.635,34,285.51,40,319.835,34,356.885,35,326.06,27,303.515,30,283.03,26,187.45,40,335.755,5149,29242.378
4703,4737,23250.209,22,165.89,47,354.5,40,280.93,46,438.135,59,429.77,62,487.34,64,363.03,60,402.75,30,245.775,38,326.455,41,317.84,53,450.28,32,185.54,35,203.9,5366,27902.344
4704,25,115.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.36,1,7.8,0,0,0,0,0,0,0,0,0,0,27,133.63
4705,55,381.165,1,6.66,0,0,1,13.26,1,3.12,1,12.87,0,0,0,0,0,0,0,0,0,0,1,39.78,0,0,0,0,0,0,60,456.855
4706,12,58.18,0,0,1,6.66,1,6.66,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,15,78.14
4707,39,184.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.84,2,15.99,0,0,0,0,42,212.435
4709,10,187.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,187.47
4710,830,3743.315,7,46.09,7,47.26,12,82.41,5,31.9,13,97.91,12,97.89,11,81.4,15,104.725,13,100.84,9,63.09,9,57.735,7,51.285,8,47.84,6,39.965,964,4693.655
4711,429,1965.04,1,6.16,1,6.66,2,25.35,2,13.24,3,30.48,0,0,1,6.63,5,35.09,2,12.48,5,50.23,3,28.545,1,6.64,1,13.28,1,10.36,457,2210.185
4712,33,220.595,0,0,1,14.4,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,1,6.64,1,26.4,0,0,0,0,1,6.64,38,281.305
4713,14,176.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,176.55
4714,513,2293.144,4,32.56,6,34.74,8,38.02,2,18.84,4,26.19,3,17.91,5,29.265,5,39.125,1,3.12,5,41.545,4,46.975,3,10.56,1,6.66,4,21.79,568,2660.444
4715,930,5518.043,8,53.3,5,40.83,6,48.31,9,60.58,9,49.14,7,71.43,9,91.38,13,98.91,6,42.81,15,156.26,7,47.135,7,57.2,5,35.15,2,11.84,1038,6382.318
4716,153,746.105,0,0,0,0,0,0,0,0,1,29.97,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,1,9.96,156,792.675
4717,324,2348.847,1,13.32,6,55.95,3,26.35,7,112.81,10,100.93,6,49.79,3,32.85,4,28.53,6,52.1,2,33.18,2,128.2,2,12.9,1,10.625,2,19.84,379,3026.222
4718,345,2263.193,1,6.66,3,19.56,0,0,3,34.29,7,69.43,0,0,7,66.6,5,50.29,2,19.09,1,6.64,0,0,1,5.18,3,22.565,2,13.12,380,2576.618
4719,186,1006.255,0,0,1,6.545,0,0,0,0,0,0,0,0,3,31.7,0,0,0,0,1,9.99,0,0,0,0,0,0,0,0,191,1054.49
4720,2007,14731.728,8,96.625,8,84.035,17,237.71,19,218.22,22,204.475,16,189.37,19,211.46,10,108.885,27,300.68,12,128.67,17,220.205,16,236.99,9,180.035,8,76.045,2215,17225.133
4721,414,2388.648,2,15.17,0,0,3,50.29,1,10.14,2,12.7,2,15.96,10,105.01,1,7.2,3,22.94,2,31.94,2,17.03,2,26.56,2,20.93,1,13.28,447,2737.798
4722,286,1826.174,1,13.32,1,13.26,4,30.12,2,21.26,2,13.05,0,0,0,0,0,0,2,19.8,0,0,1,6.24,1,6.56,4,48.14,3,24.07,307,2021.994
4723,193,1415.69,1,3.7,2,21.38,7,55.67,0,0,0,0,0,0,3,32.72,0,0,1,8.3,6,51.52,0,0,0,0,0,0,0,0,213,1588.98
4724,75,560.03,0,0,0,0,0,0,0,0,0,0,2,24.96,0,0,0,0,1,1.74,0,0,0,0,0,0,0,0,2,18.4,80,605.13
4725,229,1589.941,0,0,0,0,1,4.2,0,0,0,0,1,13.32,1,10.92,0,0,1,2.46,2,16.65,0,0,3,24.98,0,0,0,0,238,1662.471
4726,58,338.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,338.945
4727,48,227.27,0,0,0,0,0,0,0,0,1,6.66,0,0,1,15.21,1,5.46,2,21.84,0,0,0,0,1,3.12,1,10.92,0,0,55,290.48
4728,52,346.315,1,6.66,0,0,0,0,0,0,1,13.32,0,0,0,0,0,0,0,0,1,18.04,0,0,0,0,0,0,0,0,55,384.335
4730,411,3623.532,1,12.21,2,49.25,0,0,0,0,5,46.41,12,129.4,0,0,3,18.72,4,37.88,3,32.995,1,7.02,3,97.09,3,24.18,1,13.28,449,4091.967
4731,41,201.64,0,0,0,0,0,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.92,0,0,0,0,43,223.76
4732,36,258.94,0,0,0,0,0,0,0,0,0,0,1,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,269.86
4733,26,190.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.72,0,0,0,0,0,0,0,0,0,0,28,210.75
4735,123,895.31,0,0,2,38.22,0,0,4,60.81,0,0,0,0,0,0,0,0,0,0,8,76.69,0,0,8,97.41,0,0,0,0,145,1168.44
4736,16,103.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0,1,66.6,0,0,0,0,0,0,19,236.257
4737,1489,8465.145,6,48.37,9,60.945,9,75.83,9,168.43,9,70.89,12,119.73,8,62.53,12,93.945,13,100.635,3,22.62,9,116.945,11,207.865,10,106.925,15,131.135,1624,9851.94
4738,244,1264.377,1,6.66,1,4.81,5,38.88,2,26.19,2,11.215,0,0,0,0,2,16.77,0,0,1,13.28,3,30.03,3,30.86,1,7.02,0,0,265,1450.092
4739,76,462.63,0,0,0,0,1,1.95,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,78,471.21
4740,12062,75064.881,82,702.855,104,1034.135,131,1224.815,81,810.71,96,781.12,117,1143.985,101,903.565,131,1215.935,107,933.3,105,1109.1,121,1152.615,114,1144.31,78,714.145,61,571.68,13491,88507.151
4741,1364,7535.865,6,57.37,11,81.27,19,128.77,9,74.79,11,98.77,10,94.64,6,32.97,10,75.5,8,66.27,9,90.2,10,80.225,9,95.275,4,45.6,6,53.55,1492,8611.065
4742,100,692.845,0,0,3,23.25,3,19.92,0,0,2,24.96,1,6.63,1,13.26,1,11.1,5,41.31,0,0,1,4.98,0,0,1,4.8,0,0,118,843.055
4743,13,164.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,164.79
4744,416,3410.375,3,30.12,6,79.05,3,41.4,2,43.85,5,41.79,5,60.79,1,13.26,2,16.99,4,38.13,4,46.08,1,15.54,4,35.39,4,36.96,1,12.45,461,3922.175
4745,120,953.1,1,6.66,0,0,0,0,1,4.68,1,6.66,1,3.9,2,19.89,2,17.79,1,13.32,1,6.63,1,98.6,0,0,0,0,0,0,131,1131.23
4746,23,337.685,0,0,0,0,1,11.7,0,0,1,10.53,2,29.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,388.995
4750,944,5152.826,6,46.18,8,63.51,9,74.1,7,64.74,17,148.29,8,76.11,7,52.69,11,106.46,9,74.83,10,84.93,16,147.23,15,124.305,6,67.86,6,59.45,1079,6343.511
4751,732,4062.011,3,16.47,2,23.62,8,75.235,4,33.54,2,16.77,5,59.46,3,113.49,3,21.285,6,47.86,9,69.715,11,83.87,4,23.295,4,40.015,2,21.035,798,4707.671
4753,774,4486.345,5,45.79,3,33.16,12,103.36,2,17.55,3,25.05,15,120.09,7,54.71,4,30.1,6,52.73,9,80.665,10,87.845,7,76,10,93.73,7,73.16,874,5380.285
4754,390,2614.425,1,10.92,2,14.46,4,43.54,3,29.91,4,45.52,5,38.08,5,37.81,2,13.29,1,8.19,3,63,3,27.95,5,38.07,4,33.535,4,34.735,436,3053.435
4756,103,725.125,0,0,1,6.4,1,26.52,0,0,0,0,1,10.14,0,0,2,17.55,1,5.92,3,24.97,0,0,0,0,1,13.26,0,0,113,829.885
4757,59,310.106,0,0,0,0,0,0,1,10.92,0,0,0,0,1,10.14,0,0,1,8.19,1,6.63,0,0,0,0,0,0,0,0,63,345.986
4798,153,920.547,0,0,0,0,0,0,2,13.26,0,0,0,0,1,5.4,0,0,2,71.04,3,24.42,0,0,0,0,2,11.81,0,0,163,1046.477
4799,304,1655.405,2,13.29,1,12.09,3,21.9,4,32.82,0,0,5,32.84,2,15.99,1,3.7,6,59.08,1,13.28,2,10.53,4,30.22,4,31.39,1,6.63,340,1939.165
4800,2388,13832.148,12,103.12,24,193.65,28,242.44,9,72.97,20,211.29,29,260.24,28,275.34,21,260.92,20,217.21,26,257.26,21,290.91,28,352.715,12,125.22,15,205.445,2681,16900.878
4802,1688,11738.086,8,54.73,18,154.55,20,182.97,14,152.42,17,156.01,18,202.97,25,249.405,17,216.06,9,62.12,18,216.92,20,290.305,17,161.19,17,161.24,13,155.135,1919,14154.111
4803,1,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.48
4804,346,2165.926,4,28.72,3,55.95,3,26.52,3,46.05,4,34.01,8,79.15,4,24.86,2,23.04,2,14.93,1,6.66,7,48.88,10,78.695,2,16.7,3,25.73,402,2675.821
4805,1871,11047.554,9,96.34,9,59.61,16,139.79,14,117.87,18,170.19,14,108.71,26,219.29,17,165.76,14,119.665,15,146.455,43,438.745,15,174.7,10,95.65,15,132.395,2106,13232.724
4806,867,8463.948,2,13.26,3,48.36,11,114.52,0,0,12,308.25,10,178.93,5,41.85,9,169.41,2,47.37,10,154.91,15,278.27,12,321.66,4,29.465,4,46.9,966,10217.103
4807,2369,15342.325,5,55.148,14,174.87,18,183.87,8,75.48,13,140.19,16,276.74,10,130.7,16,215.095,11,97.14,12,155.655,15,154.79,19,308.53,6,46.87,4,58.77,2536,17416.173
4808,275,2040.535,0,0,3,44.86,1,5.07,2,25.9,1,4.44,1,6.63,5,140.01,3,35.06,2,11.54,2,26.54,2,46.24,3,47.485,0,0,1,10.75,301,2445.06
4809,272,2041.997,2,13.29,3,25.99,3,58.46,3,46.23,1,18,5,57.44,2,17.91,3,26.55,3,26.18,1,5.4,5,47.31,3,52.88,0,0,0,0,306,2437.637
4810,2464,16381.2,7,66.25,21,177.23,20,220.92,15,111.055,22,231.62,26,365.74,24,199.835,19,149.23,19,144.73,21,231.105,26,263.58,18,184.63,10,77.09,12,143.685,2724,18947.9
